0,t,0.000001,1
10,t,0.000008,7
10,t,0.000007,7
10,t,0.000006,7
10,t,0.000011,7
10,t,0.000006,7
10,t,0.000007,7
10,f,0.000008,7
10,f,0.000009,7
10,f,0.000008,7
10,f,0.000008,7
10,f,0.000009,7
10,f,0.000008,7
25,t,0.000013,15
25,t,0.000013,15
25,t,0.000013,15
25,t,0.000013,15
25,t,0.000012,15
25,t,0.000012,15
25,f,0.000023,15
25,f,0.000022,15
25,f,0.000022,15
25,f,0.000023,15
25,f,0.000022,15
25,f,0.000023,15
50,t,0.000029,33
50,t,0.000029,33
50,t,0.000029,33
50,t,0.000030,33
50,t,0.000031,33
50,t,0.000028,33
50,f,0.000063,33
50,f,0.000065,33
50,f,0.000064,33
50,f,0.000063,33
50,f,0.000065,33
50,f,0.000064,33
100,t,0.000071,53
100,t,0.000070,53
100,t,0.000067,53
100,t,0.000070,53
100,t,0.000067,53
100,t,0.000064,53
100,f,0.000197,53
100,f,0.000192,53
100,f,0.000193,53
100,f,0.000197,53
100,f,0.000196,53
100,f,0.000195,53
150,t,0.000112,83
150,t,0.000115,83
150,t,0.000113,83
150,t,0.000116,83
150,t,0.000116,83
150,t,0.000117,83
150,f,0.000397,83
150,f,0.000396,83
150,f,0.000401,83
150,f,0.000397,83
150,f,0.000401,83
150,f,0.000400,83
200,t,0.000204,116
200,t,0.000198,116
200,t,0.000197,116
200,t,0.000203,116
200,t,0.000216,116
200,t,0.000205,116
200,f,0.000683,116
200,f,0.000742,116
200,f,0.000733,116
200,f,0.000699,116
200,f,0.000683,116
200,f,0.000705,116
300,t,0.000350,154
300,t,0.000363,154
300,t,0.000383,154
300,t,0.000366,154
300,t,0.000405,154
300,t,0.000377,154
300,f,0.001473,154
300,f,0.001529,154
300,f,0.001510,154
300,f,0.001435,154
300,f,0.001478,154
300,f,0.001563,154
500,t,0.000834,259
500,t,0.000852,259
500,t,0.000848,259
500,t,0.000882,259
500,t,0.000857,259
500,t,0.000906,259
500,f,0.003903,259
500,f,0.003919,259
500,f,0.003882,259
500,f,0.003746,259
500,f,0.003778,259
500,f,0.003932,259
750,t,0.001825,404
750,t,0.001837,404
750,t,0.001825,404
750,t,0.001880,404
750,t,0.001911,404
750,t,0.001996,404
750,f,0.008563,404
750,f,0.008521,404
750,f,0.008144,404
750,f,0.008885,404
750,f,0.008721,404
750,f,0.008211,404
1000,t,0.002972,481
1000,t,0.003001,481
1000,t,0.002825,481
1000,t,0.003088,481
1000,t,0.003063,481
1000,t,0.003001,481
1000,f,0.015549,481
1000,f,0.015814,481
1000,f,0.015600,481
1000,f,0.014397,481
1000,f,0.015683,481
1000,f,0.014564,481
1500,t,0.006882,735
1500,t,0.006724,735
1500,t,0.007079,735
1500,t,0.006346,735
1500,t,0.006431,735
1500,t,0.006566,735
1500,f,0.032504,735
1500,f,0.034527,735
1500,f,0.033010,735
1500,f,0.032638,735
1500,f,0.032327,735
1500,f,0.032667,735
2000,t,0.011953,999
2000,t,0.011511,999
2000,t,0.011497,999
2000,t,0.011871,999
2000,t,0.011670,999
2000,t,0.011536,999
2000,f,0.056795,999
2000,f,0.057880,999
2000,f,0.057534,999
2000,f,0.061162,999
2000,f,0.057704,999
2000,f,0.061858,999
2500,t,0.019289,1242
2500,t,0.016889,1242
2500,t,0.017318,1242
2500,t,0.017543,1242
2500,t,0.017531,1242
2500,t,0.017586,1242
2500,f,0.094715,1242
2500,f,0.090147,1242
2500,f,0.090879,1242
2500,f,0.090082,1242
2500,f,0.090106,1242
2500,f,0.089491,1242
5000,t,0.066580,2347
5000,t,0.067961,2347
5000,t,0.067931,2347
5000,t,0.066070,2347
5000,t,0.066223,2347
5000,t,0.066495,2347
5000,f,0.369668,2347
5000,f,0.369820,2347
5000,f,0.375693,2347
5000,f,0.382587,2347
5000,f,0.371096,2347
5000,f,0.384256,2347
7500,t,0.148800,3425
7500,t,0.146104,3425
7500,t,0.142992,3425
7500,t,0.145641,3425
7500,t,0.146793,3425
7500,t,0.146604,3425
7500,f,0.846319,3425
7500,f,0.854120,3425
7500,f,0.849240,3425
7500,f,0.844508,3425
7500,f,0.848888,3425
7500,f,0.837424,3425
10000,t,0.250863,4405
10000,t,0.258641,4405
10000,t,0.243942,4405
10000,t,0.250139,4405
10000,t,0.249301,4405
10000,t,0.277229,4405
10000,f,1.490327,4405
10000,f,1.492616,4405
10000,f,1.499087,4405
10000,f,1.508609,4405
10000,f,1.478751,4405
10000,f,1.503248,4405
15000,t,0.558463,6597
15000,t,0.544687,6597
15000,t,0.566295,6597
15000,t,0.552309,6597
15000,t,0.548903,6597
15000,t,0.546614,6597
15000,f,3.363401,6597
15000,f,3.365420,6597
15000,f,3.448277,6597
15000,f,3.509194,6597
15000,f,3.417331,6597
15000,f,3.404752,6597
20000,t,0.967435,9606
20000,t,0.966995,9606
20000,t,0.967252,9606
20000,t,0.963672,9606
20000,t,0.975792,9606
20000,t,0.979198,9606
20000,f,5.986436,9606
20000,f,6.064434,9606
20000,f,6.014145,9606
20000,f,6.256127,9606
20000,f,6.103299,9606
20000,f,5.990353,9606
30000,t,2.185532,12864
30000,t,2.180098,12864
30000,t,2.122443,12864
30000,t,2.186239,12864
30000,t,2.195837,12864
30000,t,2.173959,12864
30000,f,13.835968,12864
30000,f,13.827625,12864
30000,f,13.726279,12864
30000,f,13.849769,12864
30000,f,13.825761,12864
30000,f,13.772571,12864
50000,t,7.052001,25090
50000,t,7.058750,25090
50000,t,7.002583,25090
50000,t,7.105339,25090
50000,t,7.034700,25090
50000,t,7.109825,25090
50000,f,39.528873,25090
50000,f,40.030442,25090
50000,f,39.560177,25090
50000,f,39.843066,25090
50000,f,39.530619,25090
50000,f,39.680527,25090
75000,t,16.068486,37336
75000,t,15.837395,37336
75000,t,15.827430,37336
75000,t,15.945396,37336
75000,t,15.847057,37336
75000,t,15.765731,37336
75000,f,88.924597,37336
75000,f,88.740937,37336
75000,f,89.263485,37336
75000,f,89.381208,37336
75000,f,89.729262,37336
75000,f,89.001688,37336
100000,t,28.523256,49979
100000,t,28.656984,49979
100000,t,28.563812,49979
100000,t,29.476062,49979
100000,t,28.737692,49979
100000,t,28.483330,49979
100000,f,158.413776,49979
100000,f,158.743306,49979
100000,f,158.625362,49979
100000,f,157.571265,49979
100000,f,157.659700,49979
