100000,f,158.201013,49979
150000,t,64.828618,74868
150000,t,64.999240,74868
150000,t,64.913349,74868
150000,t,65.236956,74868
150000,t,64.595985,74868
150000,t,64.747429,74868
150000,f,355.318913,74868
150000,f,357.021005,74868
150000,f,365.531788,74868
150000,f,359.114371,74868
150000,f,355.924644,74868
150000,f,356.482435,74868
250000,t,182.031555,124877
250000,t,182.008120,124877
250000,t,182.923476,124877
250000,t,182.901357,124877
250000,t,181.402194,124877
250000,t,182.349743,124877
250000,f,1004.617910,124877
250000,f,1005.669135,124877
250000,f,1003.350888,124877
250000,f,1001.895453,124877
250000,f,1004.763423,124877
250000,f,1013.994186,124877
350000,t,363.191877,175219
350000,t,360.996139,175219
350000,t,364.371862,175219
350000,t,363.054011,175219
350000,t,361.147759,175219
350000,t,361.330460,175219
